2024-07-16 08:44:11,685 INFO  Logger.cs: 70 - 
2024-07-16 10:50:12,052 INFO  ExportHelperExtension.cs: 1136 - Found 38 in head_yaw_and_pitch
2024-07-16 10:50:12,053 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in head_yaw_and_pitch
2024-07-16 10:50:12,053 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-16 10:50:12,053 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-07-16 10:50:12,053 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_head-1
2024-07-16 10:50:12,054 INFO  ExportHelperExtension.cs: 1136 - Found 59 in link_head-1
2024-07-16 10:50:12,054 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_head-1
2024-07-16 10:50:12,054 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_link.STEP-1
2024-07-16 10:50:12,054 INFO  ExportHelperExtension.cs: 1136 - Found 35 in base_link.STEP-1
2024-07-16 10:50:12,055 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_link.STEP-1
2024-07-16 10:50:12,055 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_pitch.STEP-1
2024-07-16 10:50:12,055 INFO  ExportHelperExtension.cs: 1136 - Found 31 in link_pitch.STEP-1
2024-07-16 10:50:12,055 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_pitch.STEP-1
2024-07-16 10:50:12,056 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from head_yaw_and_pitch
2024-07-16 10:50:12,056 INFO  ExportHelperExtension.cs: 1136 - Found 38 in head_yaw_and_pitch
2024-07-16 10:50:12,056 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in head_yaw_and_pitch
2024-07-16 10:50:12,056 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-16 10:50:12,056 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-07-16 10:50:12,056 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link_head-1
2024-07-16 10:50:12,057 INFO  ExportHelperExtension.cs: 1136 - Found 59 in link_head-1
2024-07-16 10:50:12,057 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link_head-1
2024-07-16 10:50:12,057 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base_link.STEP-1
2024-07-16 10:50:12,057 INFO  ExportHelperExtension.cs: 1136 - Found 35 in base_link.STEP-1
2024-07-16 10:50:12,057 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_link.STEP-1
2024-07-16 10:50:12,058 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link_pitch.STEP-1
2024-07-16 10:50:12,058 INFO  ExportHelperExtension.cs: 1136 - Found 31 in link_pitch.STEP-1
2024-07-16 10:50:12,058 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link_pitch.STEP-1
2024-07-16 10:50:12,232 INFO  SwAddin.cs: 339 - Loading config tree
2024-07-16 10:50:12,233 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-07-16 10:50:12,234 INFO  SwAddin.cs: 344 - Showing property manager
2024-07-16 10:50:18,649 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:50:21,483 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:50:59,115 INFO  SwAddin.cs: 294 - Assembly export called for file head_yaw_and_pitch
2024-07-16 10:50:59,115 INFO  SwAddin.cs: 299 - Save is required
2024-07-16 10:50:59,115 INFO  SwAddin.cs: 313 - Saving assembly
2024-07-16 10:51:00,271 INFO  SwAddin.cs: 316 - Opening property manager
2024-07-16 10:51:00,271 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from head_yaw_and_pitch
2024-07-16 10:51:00,271 INFO  ExportHelperExtension.cs: 1136 - Found 39 in head_yaw_and_pitch
2024-07-16 10:51:00,272 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in head_yaw_and_pitch
2024-07-16 10:51:00,272 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-16 10:51:00,272 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-07-16 10:51:00,272 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_head-1
2024-07-16 10:51:00,273 INFO  ExportHelperExtension.cs: 1136 - Found 59 in link_head-1
2024-07-16 10:51:00,273 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_head-1
2024-07-16 10:51:00,273 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_link.STEP-1
2024-07-16 10:51:00,274 INFO  ExportHelperExtension.cs: 1136 - Found 35 in base_link.STEP-1
2024-07-16 10:51:00,274 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_link.STEP-1
2024-07-16 10:51:00,274 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_pitch.STEP-1
2024-07-16 10:51:00,275 INFO  ExportHelperExtension.cs: 1136 - Found 31 in link_pitch.STEP-1
2024-07-16 10:51:00,275 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_pitch.STEP-1
2024-07-16 10:51:00,275 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from head_yaw_and_pitch
2024-07-16 10:51:00,275 INFO  ExportHelperExtension.cs: 1136 - Found 39 in head_yaw_and_pitch
2024-07-16 10:51:00,276 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in head_yaw_and_pitch
2024-07-16 10:51:00,276 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-16 10:51:00,276 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-07-16 10:51:00,276 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link_head-1
2024-07-16 10:51:00,276 INFO  ExportHelperExtension.cs: 1136 - Found 59 in link_head-1
2024-07-16 10:51:00,277 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link_head-1
2024-07-16 10:51:00,277 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base_link.STEP-1
2024-07-16 10:51:00,277 INFO  ExportHelperExtension.cs: 1136 - Found 35 in base_link.STEP-1
2024-07-16 10:51:00,277 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_link.STEP-1
2024-07-16 10:51:00,277 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link_pitch.STEP-1
2024-07-16 10:51:00,278 INFO  ExportHelperExtension.cs: 1136 - Found 31 in link_pitch.STEP-1
2024-07-16 10:51:00,278 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link_pitch.STEP-1
2024-07-16 10:51:00,869 INFO  SwAddin.cs: 339 - Loading config tree
2024-07-16 10:51:00,869 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-07-16 10:51:00,871 INFO  SwAddin.cs: 344 - Showing property manager
2024-07-16 10:51:01,122 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:51:04,591 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:51:06,247 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:51:51,648 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:51:53,616 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:52:05,163 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:52:09,449 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:52:38,805 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:52:40,463 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:52:47,898 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:53:41,500 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:53:42,704 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:55:36,600 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2024-07-16 10:55:37,217 INFO  ExportHelperExtension.cs: 347 - Creating joint link_pitch
2024-07-16 10:55:37,480 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child link_pitch failed
2024-07-16 10:55:37,514 INFO  ExportHelperExtension.cs: 347 - Creating joint link_head
2024-07-16 10:55:37,587 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent link_pitch to child link_head failed
2024-07-16 10:55:39,036 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from head_yaw_and_pitch
2024-07-16 10:55:39,038 INFO  ExportHelperExtension.cs: 1136 - Found 40 in head_yaw_and_pitch
2024-07-16 10:55:39,039 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in head_yaw_and_pitch
2024-07-16 10:55:39,039 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-16 10:55:39,039 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-07-16 10:55:39,043 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_head-1
2024-07-16 10:55:39,061 INFO  ExportHelperExtension.cs: 1136 - Found 59 in link_head-1
2024-07-16 10:55:39,062 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_head-1
2024-07-16 10:55:39,062 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_link.STEP-1
2024-07-16 10:55:39,063 INFO  ExportHelperExtension.cs: 1136 - Found 35 in base_link.STEP-1
2024-07-16 10:55:39,063 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_link.STEP-1
2024-07-16 10:55:39,063 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_pitch.STEP-1
2024-07-16 10:55:39,063 INFO  ExportHelperExtension.cs: 1136 - Found 31 in link_pitch.STEP-1
2024-07-16 10:55:39,064 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_pitch.STEP-1
2024-07-16 10:55:39,064 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from head_yaw_and_pitch
2024-07-16 10:55:39,064 INFO  ExportHelperExtension.cs: 1136 - Found 40 in head_yaw_and_pitch
2024-07-16 10:55:39,064 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in head_yaw_and_pitch
2024-07-16 10:55:39,065 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-16 10:55:39,065 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-07-16 10:55:39,065 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link_head-1
2024-07-16 10:55:39,065 INFO  ExportHelperExtension.cs: 1136 - Found 59 in link_head-1
2024-07-16 10:55:39,066 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link_head-1
2024-07-16 10:55:39,066 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base_link.STEP-1
2024-07-16 10:55:39,066 INFO  ExportHelperExtension.cs: 1136 - Found 35 in base_link.STEP-1
2024-07-16 10:55:39,066 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_link.STEP-1
2024-07-16 10:55:39,067 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link_pitch.STEP-1
2024-07-16 10:55:39,067 INFO  ExportHelperExtension.cs: 1136 - Found 31 in link_pitch.STEP-1
2024-07-16 10:55:39,067 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link_pitch.STEP-1
2024-07-16 10:55:39,132 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 10:59:33,305 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2024-07-16 10:59:33,310 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
